Iteration,Score,cod_0,cod_1,cod_2,cod_3,cod_4,cod_5,cod_6,cod_7,cod_8,cod_9,cod_10,cod_11,cod_12,cod_13,
1,-1.0,0.0,-0.40065103912274225,0.061328014466393264,-0.1341758493365324,-0.045277693632221505,0.0,0.9722988909571503,0.37730286983992445,5.225544374581389,0.0,0.35658810968376564,0.0,1.301056947150177,-0.09337972287531829,
