Iteration,Score,cod_0,cod_1,cod_2,cod_3,cod_4,cod_5,cod_6,cod_7,cod_8,cod_9,cod_10,cod_11,cod_12,cod_13,
1,-1.0,0.0,-0.4435674314961235,-0.04437166685855861,0.22792191813918136,0.0075115351861171215,0.0,1.0029620828954777,1.5584046772853937,4.796016675040519,0.0,0.6219132650036467,0.0,2.2884975601633655,0.03679591804927151,
