Iteration,Score,cod_0,cod_1,cod_2,cod_3,cod_4,cod_5,cod_6,cod_7,cod_8,cod_9,cod_10,cod_11,cod_12,cod_13,
1,-1.0,0.0,-0.3964153878595195,0.0859720564723299,0.025185661628496406,-0.08539466322980277,0.0,1.9790928181490415,0.8893598953358556,3.867838446987507,0.0,0.37457189642247374,0.0,1.2952242597562948,-0.24331881372641423,
