Iteration,Score,cod_0,cod_1,cod_2,cod_3,cod_4,cod_5,cod_6,cod_7,cod_8,cod_9,cod_10,cod_11,cod_12,cod_13,
1,-1.0,0.0,0.4889597180281015,0.19056133902554276,0.04322786894462597,0.060459245024937734,0.0,0.011034061687898665,0.025931727977288727,0.012033469085558806,0.0,0.0785117637214478,0.0,0.006339677639791745,0.08294112886480544,
