Group,Outcome,80-70,90-70,90-80,
all,condLE,1.348416416657469,1.9873909898276731,0.638974573170202,
all,condQALE,1.353350272844939,2.1273995701000703,0.7740492972551305,
all,condHLY,1.2710275136771327,1.843623034517,0.5725955208398706,
Male,condLE,1.6365466265413393,2.6470251670330787,1.0104785404917431,
Male,condQALE,1.5258278354538757,2.5632414053848214,1.0374135699309477,
Male,condHLY,1.4140005861325822,2.229853302892601,0.8158527167600215,
Female,condLE,1.0434606598923224,1.23000643780259,0.18654577791026644,
Female,condQALE,1.1228737700444926,1.5468647604984218,0.4239909904539281,
Female,condHLY,1.142729219835428,1.4290171421273126,0.2862879222918832,
1970s,condLE,-65.02213049002235,-65.02213049002235,0.0,
1970s,condQALE,-48.46612021242485,-48.46612021242485,0.0,
1970s,condHLY,-56.62833339029091,-56.62833339029091,0.0,
1980s,condLE,66.37054690667979,0.0,-66.37054690667979,
1980s,condQALE,49.81947048526978,0.0,-49.81947048526978,
1980s,condHLY,57.89936090396794,0.0,-57.89936090396794,
1990s,condLE,0.0,67.00952147984982,67.00952147984982,
1990s,condQALE,0.0,50.593519782524886,50.593519782524886,
1990s,condHLY,0.0,58.471956424807765,58.471956424807765,
Age0-4,condLE,0.25737642519240284,0.4454978879810718,0.188121462788669,
Age0-4,condQALE,0.5713831911439871,1.0080823739134586,0.4366991827694727,
Age0-4,condHLY,0.12168992596139827,0.2157369017737003,0.09404697581230227,
Age5-9,condLE,0.6143002758106021,0.7359118833204688,0.12161160750986735,
Age5-9,condQALE,0.7642058201845259,1.1706080734168125,0.4064022532322866,
Age5-9,condHLY,0.5104846831955969,0.5729398522297123,0.06245516903411525,
Age10-14,condLE,0.2840828071939884,0.47972061614510847,0.19563780895111985,
Age10-14,condQALE,0.32836634298305356,0.71509993489093,0.38673359190787643,
Age10-14,condHLY,0.21111847855361107,0.3941554076607113,0.1830369291070997,
Age15-20,condLE,0.35215255945785395,0.970808246104905,0.6186556866470514,
Age15-20,condQALE,0.34757133239775523,0.9768815185552566,0.6293101861575007,
Age15-20,condHLY,0.28758295349232876,0.7785290322791601,0.49094607878683055,
brain,condLE,1.2651471676083839,1.5226516949473647,0.25750452733897916,
brain,condQALE,1.0166523443545032,1.3909847628570238,0.37433241850251975,
brain,condHLY,1.007531008410331,1.1040771699326215,0.09654616152229036,
bone,condLE,0.10200189145118847,1.3858567800184753,1.2838548885672862,
bone,condQALE,0.18637280366727674,1.157793533283021,0.9714207296157439,
bone,condHLY,-0.07440281188663778,1.042985564138403,1.1173883760250432,
sts,condLE,0.9544587579816287,2.96026111892428,2.0058023609426554,
sts,condQALE,0.6747097072158027,2.217244549442657,1.5425348422268579,
sts,condHLY,0.7142354377292399,2.5238305947839423,1.8095951570547018,
solid,condLE,0.40201822019451533,0.5268719156206098,0.12485369542609355,
solid,condQALE,0.6960086419679848,0.8180571416723078,0.12204849970432266,
solid,condHLY,0.252929775391153,0.23486848555897166,-0.018061289832181807,
leuk,condLE,0.7439789365762616,0.9842247553772853,0.2402458188010245,
leuk,condQALE,0.9636278441168215,1.5355343982792025,0.571906554162383,
leuk,condHLY,0.5222419625761467,0.6447419501177902,0.12249998754164393,
lymp,condLE,1.1620984023129983,1.7607990690947872,0.5987006667817859,
lymp,condQALE,1.1318502612794552,1.7658089353947173,0.6339586741152593,
lymp,condHLY,1.0041967934557896,1.4536019735177892,0.4494051800620001,
ALL,condLE,0.763118311207262,0.9386452170587254,0.1755269058514628,
ALL,condQALE,1.0054734709329591,1.5543099477246825,0.5488364767917249,
ALL,condHLY,0.5500043013451739,0.6201947718818631,0.07019047053668859,
AML,condLE,1.5328493596025086,2.4460153063805734,0.913165946778063,
AML,condQALE,1.4380990923718793,2.37730525609063,0.93920616371875,
AML,condHLY,1.2650696921866909,1.9737668508466653,0.7086971586599756,
OtherLeukemia,condLE,-1.3937788911240911,-1.749462557781006,-0.35568366665691614,
OtherLeukemia,condQALE,-1.0904153080465042,-1.4360097903803235,-0.34559448233382034,
OtherLeukemia,condHLY,-1.55563026869227,-2.0426620169460734,-0.4870317482538065,
Astrocytoma,condLE,1.2620380686632378,1.2774190981128577,0.015381029449620222,
Astrocytoma,condQALE,1.1612317384900488,1.4604265291332739,0.2991947906432237,
Astrocytoma,condHLY,0.9675965912104217,0.8170982809233909,-0.15049831028703092,
Medulloblastoma,condLE,0.3883215792383735,0.5179867113184005,0.12966513208002678,
Medulloblastoma,condQALE,0.17843780553156233,0.22637974514040105,0.047941939608838795,
Medulloblastoma,condHLY,0.29112595689122756,0.3228128636365987,0.031686906745371536,
Other CNS,condLE,2.5321623112678844,3.803534380011421,1.271372068743527,
Other CNS,condQALE,1.8033333503425357,3.093473270774548,1.2901399204320119,
Other CNS,condHLY,2.3418172450097363,3.414159381972807,1.0723421369630617,
HL,condLE,0.6546770079512124,1.303678157083221,0.6490011491320105,
HL,condQALE,0.5645883083071582,0.9950624573760662,0.43047414906890913,
HL,condHLY,0.37926168808916555,0.8625802967038975,0.48331860861473125,
NHL,condLE,1.0171249854298818,1.377377978945332,0.3602529935154519,
NHL,condQALE,1.1335645169387272,1.8302987363522838,0.6967342194135547,
NHL,condHLY,0.7434079574613837,0.9214082203129657,0.17800026285158294,
Kidney,condLE,0.3603838302585671,0.5723637397699325,0.21197990951136483,
Kidney,condQALE,0.5814850222395874,0.6930648561663092,0.11157983392672127,
Kidney,condHLY,0.2197627032399294,0.3446448808331303,0.12488217759320103,
NBL,condLE,0.5740231184485876,0.3195388895829495,-0.2544842288656382,
