Group,Outcome,prop_0,prop_1,prop_2,prop_3,prop_4,prop_5,prop_6,prop_7,prop_8,prop_9,prop_10,prop_11,prop_12,prop_13,prop_14,prop_15,prop_16,prop_17,prop_18,prop_19,prop_20,prop_21,prop_22,prop_23,prop_24,prop_25,prop_26,prop_27,prop_28,prop_29,prop_30,prop_31,prop_32,prop_33,prop_34,prop_35,prop_36,prop_37,prop_38,prop_39,prop_40,prop_41,prop_42,prop_43,prop_44,prop_45,prop_46,prop_47,prop_48,prop_49,prop_50,prop_51,prop_52,prop_53,prop_54,prop_55,prop_56,prop_57,prop_58,prop_59,prop_60,prop_61,prop_62,prop_63,prop_64,prop_65,prop_66,prop_67,prop_68,prop_69,prop_70,prop_71,prop_72,prop_73,prop_74,prop_75,prop_76,prop_77,prop_78,prop_79,prop_80,prop_81,prop_82,prop_83,prop_84,prop_85,prop_86,prop_87,prop_88,prop_89,prop_90,prop_91,prop_92,prop_93,prop_94,prop_95,prop_96,prop_97,prop_98,prop_99,
HL grp 2: Chest RT<35 plus chemo,AnyCHC,0.0,29.428,36.738,40.959,43.683,45.813,47.479,48.92,50.144,51.206,52.158,53.027,53.785,54.55,55.257,55.965,56.627,57.28,57.89,58.505,59.099,59.625,60.214,60.752,61.274,61.76,62.216,62.707,63.186,63.64,64.097,64.537,64.969,65.39,65.807,66.193,66.587,66.989,67.385,67.748,68.1,68.466,68.812,69.134,69.491,69.799,70.123,70.429,70.734,71.018,71.314,71.608,71.89,72.193,72.466,72.735,73.017,73.294,73.566,73.815,74.1,74.367,74.642,74.903,75.195,75.471,75.746,76.01,76.332,76.582,76.892,77.173,77.475,77.789,78.095,78.406,78.721,79.049,79.363,79.703,80.05,80.384,80.743,81.111,81.487,81.865,82.289,82.7,83.123,83.569,84.01,84.484,84.993,85.596,86.234,87.048,87.965,89.07,90.544,92.845,
HL grp 2: Chest RT<35 plus chemo,Death,0.0,29.642,38.009,43.851,48.088,51.315,53.904,56.082,57.978,59.672,61.091,62.375,63.552,64.628,65.683,66.65,67.519,68.359,69.126,69.82,70.496,71.088,71.663,72.207,72.72,73.197,73.677,74.128,74.614,75.022,75.46,75.873,76.278,76.712,77.085,77.497,77.852,78.201,78.583,78.913,79.216,79.533,79.826,80.114,80.383,80.678,80.938,81.203,81.461,81.722,81.96,82.213,82.458,82.693,82.934,83.166,83.372,83.557,83.726,83.91,84.103,84.304,84.486,84.666,84.84,85.023,85.222,85.44,85.658,85.869,86.101,86.313,86.559,86.801,87.054,87.328,87.616,87.901,88.206,88.531,88.836,89.198,89.563,89.937,90.345,90.775,91.256,91.744,92.282,92.862,93.476,94.187,94.931,95.735,96.595,97.416,98.005,98.442,98.59,98.599,
HL grp 2: Chemo without chest RT,AnyCHC,0.0,29.421,36.505,40.528,43.422,45.46,47.202,48.631,49.871,50.982,51.931,52.826,53.643,54.411,55.125,55.824,56.543,57.166,57.813,58.425,59.026,59.593,60.163,60.701,61.202,61.697,62.177,62.666,63.124,63.59,64.047,64.478,64.938,65.368,65.786,66.18,66.553,66.934,67.353,67.724,68.07,68.424,68.751,69.102,69.425,69.748,70.083,70.402,70.693,71.006,71.287,71.582,71.887,72.134,72.415,72.707,72.981,73.247,73.53,73.803,74.054,74.338,74.618,74.887,75.144,75.44,75.708,75.991,76.276,76.564,76.85,77.15,77.451,77.742,78.062,78.352,78.667,78.975,79.287,79.638,79.973,80.315,80.692,81.037,81.408,81.801,82.192,82.612,83.03,83.444,83.917,84.39,84.879,85.43,86.069,86.844,87.714,88.814,90.252,92.557,
HL grp 2: Chemo without chest RT,Death,0.0,29.965,38.011,43.679,47.945,51.184,53.752,55.928,57.845,59.544,61.061,62.396,63.598,64.701,65.711,66.636,67.565,68.373,69.192,69.876,70.538,71.151,71.759,72.304,72.835,73.352,73.83,74.302,74.741,75.208,75.615,76.02,76.415,76.828,77.218,77.612,77.966,78.324,78.652,78.968,79.295,79.598,79.897,80.19,80.491,80.747,81.016,81.265,81.515,81.76,82.045,82.264,82.502,82.751,82.961,83.17,83.367,83.563,83.761,83.939,84.117,84.315,84.497,84.673,84.872,85.07,85.251,85.447,85.658,85.891,86.093,86.311,86.558,86.803,87.041,87.313,87.592,87.866,88.174,88.467,88.813,89.146,89.504,89.895,90.313,90.737,91.185,91.661,92.17,92.741,93.355,94.014,94.7,95.503,96.301,97.073,97.711,98.19,98.4,98.438,
HL grp 2: Other,AnyCHC,0.0,26.993,34.442,39.457,42.674,44.984,46.817,48.372,49.696,50.832,51.844,52.69,53.505,54.291,54.983,55.695,56.425,57.062,57.69,58.298,58.842,59.417,59.976,60.487,61.002,61.494,62.017,62.489,62.943,63.377,63.82,64.247,64.67,65.062,65.49,65.89,66.255,66.632,66.998,67.375,67.704,68.079,68.416,68.759,69.073,69.371,69.71,70.04,70.33,70.602,70.909,71.198,71.475,71.743,72.038,72.309,72.569,72.819,73.101,73.375,73.654,73.909,74.174,74.466,74.732,74.996,75.278,75.578,75.847,76.109,76.401,76.703,77.003,77.323,77.635,77.954,78.252,78.59,78.906,79.258,79.606,79.964,80.307,80.687,81.082,81.493,81.89,82.326,82.777,83.258,83.722,84.235,84.786,85.359,86.042,86.838,87.767,88.909,90.424,92.832,
HL grp 2: Other,Death,0.0,27.21,35.27,41.283,45.68,49.131,51.859,54.206,56.162,57.958,59.466,60.855,62.092,63.238,64.298,65.314,66.26,67.163,68.019,68.75,69.477,70.173,70.787,71.385,71.922,72.467,72.985,73.474,73.925,74.39,74.837,75.257,75.67,76.09,76.485,76.88,77.28,77.667,78.058,78.386,78.727,79.072,79.38,79.699,79.998,80.289,80.574,80.867,81.121,81.399,81.664,81.93,82.17,82.443,82.695,82.925,83.157,83.385,83.588,83.793,83.963,84.162,84.384,84.592,84.788,84.98,85.212,85.423,85.633,85.883,86.128,86.347,86.62,86.879,87.167,87.421,87.713,88.022,88.326,88.659,89.01,89.379,89.743,90.166,90.596,91.033,91.504,92.06,92.599,93.187,93.83,94.527,95.315,96.105,96.888,97.572,98.122,98.452,98.575,98.585,
HL AHOD2: Contemporary with RT,AnyCHC,0.0,29.52,36.762,40.926,43.586,45.631,47.294,48.717,49.954,50.994,52.01,52.877,53.726,54.5,55.222,55.973,56.634,57.243,57.855,58.452,59.052,59.621,60.183,60.71,61.256,61.756,62.276,62.778,63.241,63.697,64.152,64.589,65.039,65.445,65.874,66.287,66.67,67.087,67.449,67.823,68.171,68.521,68.896,69.238,69.581,69.912,70.21,70.509,70.825,71.121,71.435,71.709,71.995,72.288,72.561,72.824,73.111,73.388,73.664,73.939,74.195,74.459,74.768,75.018,75.278,75.567,75.851,76.133,76.402,76.684,76.977,77.27,77.574,77.864,78.175,78.495,78.805,79.111,79.46,79.765,80.101,80.445,80.793,81.163,81.509,81.882,82.283,82.682,83.079,83.533,83.965,84.421,84.894,85.441,86.05,86.806,87.653,88.741,90.271,92.497,
HL AHOD2: Contemporary with RT,Death,0.0,30.005,38.788,44.391,48.597,51.541,54.106,56.201,58.126,59.793,61.26,62.569,63.751,64.876,65.936,66.83,67.696,68.536,69.314,70.048,70.684,71.37,71.945,72.495,72.984,73.506,73.988,74.439,74.897,75.31,75.742,76.189,76.55,76.979,77.35,77.724,78.064,78.436,78.758,79.063,79.378,79.665,79.973,80.276,80.544,80.809,81.064,81.335,81.611,81.822,82.047,82.291,82.538,82.769,82.992,83.199,83.375,83.576,83.782,83.96,84.149,84.321,84.508,84.689,84.876,85.05,85.256,85.447,85.649,85.866,86.08,86.279,86.503,86.753,86.993,87.235,87.523,87.776,88.096,88.391,88.672,89.013,89.366,89.739,90.116,90.54,90.996,91.435,91.97,92.527,93.134,93.761,94.46,95.23,96.003,96.714,97.393,97.899,98.202,98.301,
HL AHOD2: Contemporary without RT,AnyCHC,0.0,27.369,36.146,40.136,42.483,44.602,46.481,48.094,49.44,50.473,51.535,52.48,53.361,54.1,54.868,55.546,56.285,56.971,57.624,58.241,58.823,59.443,59.995,60.522,61.035,61.549,62.074,62.565,63.051,63.551,64.043,64.502,64.927,65.367,65.793,66.186,66.597,66.986,67.355,67.734,68.109,68.451,68.788,69.131,69.506,69.831,70.118,70.444,70.781,71.085,71.376,71.679,71.98,72.305,72.563,72.826,73.112,73.399,73.689,73.983,74.259,74.539,74.829,75.067,75.344,75.632,75.918,76.207,76.459,76.766,77.053,77.331,77.61,77.917,78.207,78.515,78.806,79.122,79.448,79.785,80.106,80.434,80.787,81.125,81.45,81.786,82.198,82.613,82.996,83.389,83.789,84.251,84.754,85.313,85.823,86.389,87.165,88.325,89.992,89.992,
HL AHOD2: Contemporary without RT,Death,0.0,28.847,39.25,44.321,47.484,50.708,53.613,56.147,57.926,59.65,61.084,62.463,63.714,64.828,65.817,66.784,67.63,68.412,69.196,69.895,70.542,71.148,71.754,72.33,72.873,73.369,73.887,74.346,74.808,75.24,75.676,76.09,76.486,76.866,77.23,77.612,77.972,78.325,78.638,78.949,79.274,79.614,79.898,80.183,80.432,80.719,80.991,81.284,81.525,81.769,82.001,82.229,82.467,82.685,82.89,83.089,83.303,83.477,83.672,83.876,84.067,84.245,84.424,84.617,84.802,84.965,85.171,85.369,85.549,85.751,85.946,86.182,86.407,86.617,86.842,87.067,87.308,87.557,87.828,88.111,88.404,88.726,89.069,89.403,89.766,90.138,90.573,90.993,91.462,91.921,92.427,92.988,93.624,94.38,95.086,95.628,96.325,97.086,97.586,97.586,
HL AHOD2: High Chest RT,AnyCHC,0.0,29.554,36.529,40.765,43.485,45.555,47.287,48.745,49.942,51.017,51.95,52.794,53.599,54.341,55.056,55.745,56.389,57.045,57.675,58.287,58.856,59.448,59.965,60.527,61.015,61.531,62.011,62.491,62.944,63.401,63.834,64.308,64.706,65.139,65.546,65.955,66.346,66.736,67.13,67.491,67.864,68.231,68.582,68.929,69.252,69.594,69.917,70.22,70.519,70.838,71.131,71.412,71.69,71.996,72.263,72.545,72.825,73.106,73.382,73.638,73.93,74.217,74.47,74.745,75.065,75.315,75.575,75.899,76.184,76.459,76.752,77.082,77.34,77.676,77.983,78.292,78.622,78.947,79.28,79.634,79.963,80.325,80.672,81.056,81.459,81.844,82.275,82.694,83.154,83.604,84.07,84.561,85.081,85.695,86.427,87.204,88.165,89.306,90.78,93.072,
HL AHOD2: High Chest RT,Death,0.0,29.731,37.567,43.162,47.218,50.445,52.974,55.067,56.928,58.593,60.081,61.387,62.564,63.623,64.617,65.58,66.456,67.312,68.12,68.871,69.57,70.217,70.806,71.369,71.888,72.422,72.907,73.357,73.85,74.287,74.737,75.149,75.576,75.988,76.38,76.781,77.168,77.564,77.934,78.287,78.642,78.982,79.302,79.599,79.923,80.246,80.49,80.775,81.065,81.342,81.602,81.872,82.129,82.411,82.646,82.885,83.152,83.378,83.561,83.746,83.948,84.157,84.365,84.555,84.752,84.931,85.174,85.391,85.627,85.826,86.083,86.329,86.563,86.823,87.104,87.37,87.641,87.944,88.256,88.584,88.935,89.284,89.65,90.053,90.473,90.911,91.39,91.89,92.45,93.06,93.719,94.44,95.219,96.075,96.945,97.717,98.234,98.593,98.702,98.703,
HL AHOD2: Other,AnyCHC,0.0,28.185,35.836,40.431,43.33,45.507,47.306,48.799,50.065,51.136,52.065,52.932,53.739,54.476,55.188,55.886,56.57,57.216,57.826,58.433,59.0,59.571,60.106,60.638,61.167,61.657,62.141,62.602,63.084,63.509,63.971,64.419,64.832,65.241,65.671,66.062,66.458,66.852,67.204,67.593,67.961,68.285,68.657,69.005,69.298,69.648,69.964,70.25,70.552,70.871,71.135,71.428,71.734,72.001,72.265,72.548,72.832,73.092,73.37,73.641,73.923,74.178,74.451,74.721,74.996,75.265,75.533,75.826,76.123,76.391,76.672,76.981,77.292,77.573,77.904,78.211,78.546,78.86,79.185,79.523,79.864,80.212,80.552,80.935,81.342,81.698,82.126,82.565,82.985,83.455,83.916,84.394,84.926,85.51,86.184,87.002,87.951,89.087,90.532,92.78,
HL AHOD2: Other,Death,0.0,28.348,36.749,42.757,47.116,50.466,53.138,55.343,57.234,58.99,60.488,61.809,63.03,64.135,65.174,66.134,67.041,67.925,68.697,69.479,70.116,70.761,71.359,71.884,72.417,72.919,73.403,73.872,74.314,74.765,75.198,75.626,76.024,76.438,76.825,77.23,77.613,77.995,78.341,78.711,79.044,79.326,79.664,79.955,80.221,80.518,80.808,81.057,81.321,81.588,81.842,82.086,82.352,82.601,82.835,83.078,83.298,83.511,83.673,83.844,84.049,84.259,84.447,84.63,84.805,84.994,85.229,85.46,85.647,85.857,86.104,86.346,86.582,86.845,87.099,87.374,87.661,87.962,88.261,88.598,88.924,89.276,89.664,90.038,90.476,90.911,91.391,91.886,92.436,93.038,93.696,94.389,95.176,96.031,96.921,97.671,98.211,98.595,98.678,98.683,
AnyRad_ALL,AnyCHC,0.0,25.341,34.284,39.593,42.821,45.136,47.009,48.583,49.887,50.982,51.961,52.835,53.625,54.395,55.138,55.827,56.466,57.139,57.773,58.354,58.956,59.522,60.071,60.62,61.118,61.65,62.114,62.599,63.057,63.533,63.973,64.411,64.827,65.259,65.661,66.064,66.473,66.855,67.21,67.587,67.938,68.289,68.667,68.963,69.302,69.651,69.931,70.245,70.555,70.859,71.143,71.419,71.733,72.005,72.249,72.539,72.846,73.08,73.334,73.635,73.92,74.166,74.419,74.731,74.989,75.239,75.529,75.832,76.094,76.359,76.67,76.971,77.239,77.556,77.892,78.174,78.516,78.832,79.17,79.502,79.82,80.198,80.543,80.895,81.307,81.674,82.098,82.517,82.959,83.424,83.881,84.353,84.872,85.465,86.111,86.918,87.865,88.965,90.366,92.627,
AnyRad_ALL,Death,0.0,25.518,34.911,41.545,46.245,49.853,52.642,54.882,56.799,58.511,60.026,61.329,62.522,63.565,64.584,65.522,66.405,67.232,67.982,68.68,69.32,69.945,70.49,71.043,71.526,72.019,72.453,72.908,73.359,73.736,74.165,74.564,74.923,75.313,75.677,76.024,76.38,76.709,77.057,77.39,77.683,77.997,78.305,78.585,78.877,79.138,79.442,79.693,79.935,80.207,80.458,80.703,80.948,81.188,81.436,81.666,81.893,82.129,82.323,82.555,82.754,82.94,83.154,83.388,83.585,83.79,83.968,84.169,84.398,84.64,84.873,85.045,85.239,85.505,85.752,85.99,86.205,86.491,86.775,87.055,87.314,87.634,87.967,88.316,88.648,89.039,89.438,89.889,90.339,90.854,91.434,92.044,92.748,93.495,94.355,95.242,96.179,97.016,97.681,98.134,
AnyRad_AML,AnyCHC,0.0,28.171,35.533,40.106,43.16,45.376,47.156,48.661,49.951,51.04,52.002,52.91,53.743,54.505,55.25,55.912,56.591,57.235,57.852,58.484,59.081,59.674,60.23,60.751,61.246,61.753,62.247,62.722,63.161,63.624,64.051,64.485,64.932,65.339,65.748,66.16,66.542,66.962,67.314,67.678,68.061,68.393,68.755,69.09,69.411,69.743,70.05,70.368,70.654,70.953,71.239,71.528,71.818,72.09,72.363,72.662,72.914,73.197,73.47,73.729,74.024,74.293,74.545,74.822,75.116,75.411,75.67,75.955,76.237,76.534,76.803,77.107,77.389,77.697,77.97,78.311,78.628,78.927,79.273,79.596,79.937,80.304,80.642,80.995,81.387,81.77,82.173,82.59,83.009,83.432,83.884,84.346,84.893,85.434,86.08,86.813,87.703,88.771,90.269,92.469,
AnyRad_AML,Death,0.0,28.551,36.882,42.731,47.034,50.158,52.779,54.915,56.723,58.304,59.774,61.053,62.172,63.182,64.181,65.073,65.958,66.757,67.505,68.232,68.939,69.554,70.124,70.695,71.198,71.703,72.173,72.628,73.078,73.508,73.939,74.328,74.737,75.104,75.486,75.856,76.233,76.566,76.897,77.237,77.537,77.866,78.171,78.459,78.744,79.031,79.308,79.554,79.83,80.101,80.379,80.623,80.871,81.085,81.332,81.574,81.807,82.05,82.259,82.491,82.711,82.913,83.118,83.313,83.507,83.715,83.921,84.131,84.33,84.535,84.742,84.949,85.149,85.395,85.632,85.87,86.115,86.387,86.641,86.916,87.194,87.51,87.808,88.158,88.499,88.87,89.291,89.694,90.17,90.657,91.186,91.798,92.439,93.177,93.983,94.86,95.749,96.627,97.423,97.912,
AnyRad_OtherLeukemia,AnyCHC,0.0,27.681,35.062,39.382,42.188,44.499,46.435,48.031,49.315,50.494,51.481,52.446,53.292,54.115,54.892,55.608,56.295,56.934,57.518,58.17,58.755,59.313,59.876,60.432,60.958,61.501,61.998,62.451,62.954,63.396,63.834,64.301,64.744,65.169,65.57,65.978,66.384,66.778,67.147,67.512,67.868,68.23,68.575,68.903,69.23,69.569,69.877,70.202,70.506,70.788,71.083,71.354,71.653,71.944,72.242,72.518,72.808,73.103,73.368,73.61,73.921,74.204,74.493,74.736,75.031,75.331,75.617,75.884,76.173,76.471,76.753,77.023,77.352,77.631,77.928,78.253,78.582,78.885,79.197,79.536,79.905,80.232,80.576,80.937,81.279,81.676,82.047,82.453,82.885,83.322,83.792,84.286,84.833,85.389,86.005,86.715,87.554,88.599,90.083,92.266,
AnyRad_OtherLeukemia,Death,0.0,28.3,36.637,41.937,45.743,48.999,51.628,53.701,55.524,57.112,58.557,59.911,61.063,62.154,63.135,63.988,64.816,65.56,66.302,66.998,67.667,68.264,68.909,69.456,69.978,70.468,70.966,71.426,71.881,72.308,72.741,73.113,73.525,73.924,74.323,74.673,75.044,75.373,75.697,76.049,76.353,76.677,76.981,77.295,77.607,77.869,78.174,78.409,78.718,78.987,79.235,79.507,79.757,80.013,80.256,80.488,80.721,80.942,81.182,81.423,81.657,81.882,82.089,82.301,82.528,82.733,82.942,83.164,83.372,83.604,83.808,84.044,84.284,84.508,84.735,84.971,85.242,85.485,85.728,85.989,86.268,86.53,86.833,87.15,87.454,87.788,88.167,88.553,88.978,89.425,89.878,90.404,90.985,91.639,92.361,93.15,93.983,94.954,95.99,96.956,
AnyRad_Astrocytoma,AnyCHC,0.0,26.836,35.102,40.041,43.056,45.334,47.129,48.665,49.914,50.986,51.976,52.868,53.653,54.402,55.122,55.801,56.484,57.136,57.755,58.377,58.958,59.54,60.08,60.611,61.139,61.626,62.127,62.603,63.083,63.525,63.967,64.407,64.836,65.24,65.68,66.043,66.478,66.855,67.222,67.609,67.937,68.318,68.647,68.993,69.315,69.644,69.968,70.261,70.57,70.869,71.179,71.45,71.738,72.026,72.295,72.568,72.85,73.126,73.396,73.672,73.948,74.217,74.463,74.753,75.039,75.312,75.589,75.864,76.136,76.423,76.738,77.016,77.31,77.637,77.93,78.236,78.575,78.88,79.235,79.564,79.899,80.254,80.623,80.973,81.363,81.754,82.139,82.567,82.987,83.463,83.897,84.39,84.893,85.484,86.166,86.965,87.892,89.012,90.485,92.732,
AnyRad_Astrocytoma,Death,0.0,27.022,35.938,42.18,46.603,49.974,52.514,54.516,56.196,57.692,59.017,60.217,61.298,62.316,63.251,64.131,64.935,65.742,66.489,67.195,67.885,68.538,69.137,69.686,70.232,70.728,71.211,71.676,72.137,72.569,72.996,73.411,73.794,74.188,74.546,74.931,75.295,75.633,75.986,76.301,76.634,76.967,77.253,77.578,77.873,78.169,78.454,78.737,79.008,79.28,79.537,79.805,80.059,80.326,80.559,80.803,81.048,81.294,81.52,81.736,81.946,82.152,82.394,82.617,82.844,83.038,83.261,83.466,83.684,83.914,84.111,84.337,84.555,84.795,85.035,85.285,85.514,85.774,86.041,86.305,86.591,86.879,87.19,87.541,87.872,88.233,88.647,89.056,89.532,90.005,90.567,91.154,91.835,92.584,93.405,94.332,95.286,96.21,97.036,97.858,
AnyRad_Medulloblastoma,AnyCHC,0.0,26.277,34.716,39.779,42.953,45.298,47.086,48.635,49.956,51.061,52.04,52.896,53.737,54.483,55.232,55.929,56.591,57.246,57.864,58.485,59.068,59.629,60.181,60.729,61.228,61.727,62.191,62.665,63.14,63.592,64.043,64.443,64.899,65.285,65.709,66.081,66.487,66.864,67.244,67.592,67.949,68.31,68.641,68.964,69.293,69.609,69.901,70.227,70.525,70.809,71.102,71.376,71.666,71.928,72.206,72.488,72.767,73.01,73.276,73.567,73.826,74.109,74.354,74.638,74.921,75.169,75.437,75.743,76.01,76.293,76.582,76.89,77.172,77.518,77.807,78.104,78.452,78.775,79.108,79.427,79.777,80.147,80.492,80.856,81.238,81.628,82.03,82.466,82.917,83.346,83.824,84.302,84.823,85.395,86.096,86.879,87.82,88.949,90.394,92.586,
AnyRad_Medulloblastoma,Death,0.0,26.482,35.471,41.829,46.409,49.89,52.603,54.803,56.672,58.306,59.717,60.989,62.122,63.156,64.155,65.04,65.878,66.688,67.427,68.146,68.781,69.383,69.965,70.511,70.988,71.472,71.943,72.389,72.822,73.26,73.639,74.064,74.442,74.823,75.207,75.544,75.901,76.239,76.563,76.895,77.217,77.514,77.804,78.109,78.416,78.671,78.959,79.229,79.507,79.782,80.008,80.281,80.528,80.768,80.991,81.24,81.477,81.707,81.914,82.126,82.339,82.551,82.789,83.014,83.216,83.412,83.62,83.865,84.103,84.294,84.505,84.734,84.963,85.175,85.397,85.668,85.912,86.165,86.447,86.736,86.997,87.311,87.624,87.972,88.35,88.69,89.117,89.55,90.019,90.53,91.069,91.689,92.329,93.052,93.846,94.677,95.497,96.318,97.17,97.977,
AnyRad_Other CNS,AnyCHC,0.0,27.732,35.362,40.069,43.062,45.276,47.015,48.537,49.801,50.911,51.896,52.757,53.581,54.35,55.076,55.811,56.489,57.153,57.772,58.384,58.966,59.543,60.112,60.611,61.161,61.674,62.184,62.641,63.123,63.593,64.018,64.46,64.86,65.293,65.695,66.1,66.472,66.874,67.238,67.597,67.979,68.349,68.685,69.044,69.392,69.671,69.997,70.333,70.606,70.902,71.209,71.498,71.788,72.069,72.352,72.622,72.901,73.158,73.409,73.694,73.981,74.248,74.504,74.814,75.076,75.344,75.603,75.909,76.175,76.466,76.758,77.049,77.333,77.666,77.98,78.282,78.601,78.922,79.244,79.562,79.899,80.248,80.6,80.964,81.333,81.747,82.141,82.561,82.99,83.418,83.863,84.353,84.872,85.452,86.104,86.863,87.748,88.839,90.289,92.518,
AnyRad_Other CNS,Death,0.0,28.029,36.447,42.382,46.548,49.865,52.351,54.431,56.137,57.676,59.042,60.255,61.39,62.387,63.356,64.258,65.061,65.819,66.601,67.306,67.928,68.543,69.143,69.703,70.222,70.717,71.178,71.646,72.097,72.503,72.946,73.351,73.709,74.099,74.472,74.844,75.196,75.546,75.894,76.224,76.569,76.867,77.174,77.473,77.794,78.054,78.353,78.64,78.919,79.186,79.467,79.717,79.957,80.209,80.464,80.696,80.947,81.193,81.412,81.653,81.875,82.08,82.307,82.534,82.756,82.953,83.143,83.362,83.572,83.798,84.003,84.195,84.42,84.642,84.903,85.107,85.332,85.579,85.83,86.089,86.375,86.654,86.932,87.23,87.589,87.933,88.306,88.687,89.137,89.578,90.077,90.632,91.241,91.903,92.69,93.581,94.569,95.625,96.701,97.592,
AnyRad_HL,AnyCHC,0.0,28.897,36.308,40.701,43.481,45.594,47.347,48.835,50.074,51.118,52.044,52.913,53.69,54.43,55.145,55.824,56.513,57.15,57.766,58.362,58.946,59.504,60.067,60.583,61.09,61.592,62.076,62.561,63.019,63.495,63.898,64.354,64.781,65.195,65.628,66.002,66.422,66.803,67.185,67.578,67.923,68.285,68.631,68.983,69.284,69.646,69.961,70.241,70.555,70.886,71.155,71.435,71.733,72.046,72.275,72.557,72.867,73.134,73.37,73.656,73.961,74.226,74.465,74.752,75.052,75.3,75.589,75.891,76.174,76.434,76.744,77.049,77.345,77.657,77.965,78.279,78.6,78.931,79.262,79.604,79.935,80.297,80.668,80.998,81.424,81.795,82.233,82.646,83.093,83.562,84.016,84.487,85.017,85.635,86.317,87.132,88.086,89.211,90.659,92.938,
AnyRad_HL,Death,0.0,29.053,37.216,43.071,47.26,50.55,53.103,55.279,57.19,58.849,60.355,61.68,62.876,63.933,64.961,65.93,66.828,67.695,68.482,69.235,69.899,70.535,71.09,71.654,72.177,72.68,73.161,73.63,74.091,74.541,74.978,75.402,75.819,76.217,76.632,77.015,77.418,77.789,78.158,78.523,78.85,79.178,79.487,79.794,80.108,80.374,80.656,80.954,81.206,81.471,81.719,82.015,82.246,82.494,82.741,83.009,83.247,83.463,83.629,83.787,83.984,84.225,84.434,84.6,84.74,84.946,85.197,85.442,85.634,85.821,86.066,86.344,86.581,86.806,87.069,87.368,87.645,87.925,88.255,88.57,88.909,89.256,89.62,90.027,90.435,90.893,91.355,91.87,92.412,92.998,93.692,94.383,95.148,96.041,96.97,97.726,98.235,98.608,98.693,98.693,
AnyRad_NHL,AnyCHC,0.0,26.025,33.727,39.012,42.413,44.785,46.724,48.297,49.653,50.774,51.755,52.638,53.47,54.226,54.954,55.65,56.327,56.947,57.56,58.176,58.751,59.339,59.881,60.434,60.926,61.453,61.902,62.405,62.844,63.306,63.754,64.182,64.615,65.043,65.441,65.844,66.229,66.619,67.0,67.346,67.7,68.079,68.413,68.756,69.074,69.391,69.711,70.011,70.327,70.61,70.902,71.186,71.467,71.74,72.028,72.301,72.586,72.838,73.098,73.384,73.659,73.91,74.186,74.466,74.712,75.005,75.294,75.566,75.828,76.149,76.428,76.718,77.029,77.339,77.631,77.939,78.273,78.595,78.932,79.275,79.625,79.98,80.347,80.717,81.089,81.503,81.926,82.353,82.81,83.284,83.753,84.272,84.792,85.426,86.082,86.901,87.849,88.996,90.447,92.721,
AnyRad_NHL,Death,0.0,26.146,34.248,40.534,45.061,48.573,51.407,53.618,55.545,57.262,58.755,60.081,61.304,62.402,63.401,64.365,65.285,66.128,66.937,67.694,68.412,69.062,69.719,70.296,70.891,71.374,71.912,72.366,72.884,73.325,73.77,74.204,74.622,75.032,75.412,75.831,76.228,76.58,76.946,77.299,77.644,77.989,78.284,78.606,78.922,79.215,79.485,79.798,80.073,80.333,80.597,80.884,81.147,81.397,81.641,81.89,82.129,82.376,82.594,82.802,82.999,83.228,83.455,83.671,83.886,84.064,84.289,84.531,84.741,84.967,85.171,85.424,85.667,85.914,86.165,86.421,86.709,86.993,87.29,87.589,87.92,88.253,88.602,88.955,89.37,89.786,90.225,90.726,91.251,91.784,92.42,93.087,93.779,94.547,95.361,96.14,96.802,97.386,97.853,98.207,
AnyRad_Kidney,AnyCHC,0.0,26.182,35.217,40.152,43.17,45.384,47.152,48.663,49.925,50.987,51.938,52.833,53.637,54.423,55.156,55.836,56.535,57.196,57.839,58.409,59.022,59.614,60.168,60.707,61.198,61.741,62.215,62.706,63.158,63.648,64.086,64.527,64.983,65.376,65.826,66.206,66.61,67.013,67.392,67.771,68.15,68.519,68.852,69.197,69.526,69.87,70.164,70.473,70.796,71.101,71.382,71.684,71.972,72.265,72.533,72.806,73.094,73.367,73.631,73.892,74.18,74.455,74.702,74.992,75.276,75.55,75.82,76.113,76.391,76.677,76.965,77.254,77.563,77.848,78.17,78.479,78.78,79.107,79.443,79.741,80.095,80.428,80.778,81.137,81.516,81.894,82.295,82.701,83.118,83.563,83.999,84.46,84.961,85.519,86.202,86.968,87.892,88.974,90.379,92.566,
AnyRad_Kidney,Death,0.0,26.378,36.153,42.742,47.287,50.639,53.237,55.387,57.219,58.834,60.251,61.481,62.618,63.633,64.582,65.474,66.33,67.091,67.852,68.548,69.183,69.792,70.354,70.889,71.411,71.892,72.362,72.811,73.252,73.689,74.095,74.502,74.887,75.291,75.652,76.024,76.402,76.76,77.08,77.43,77.759,78.071,78.376,78.686,79.001,79.257,79.53,79.82,80.079,80.345,80.603,80.861,81.098,81.343,81.613,81.826,82.05,82.273,82.52,82.723,82.915,83.119,83.314,83.496,83.71,83.94,84.13,84.32,84.526,84.725,84.922,85.124,85.345,85.595,85.829,86.042,86.284,86.551,86.827,87.065,87.373,87.706,88.012,88.329,88.708,89.079,89.476,89.909,90.381,90.88,91.456,92.045,92.737,93.49,94.332,95.265,96.23,97.122,97.811,98.285,
