Iteration,Score,cod_0,cod_1,cod_2,cod_3,cod_4,cod_5,cod_6,cod_7,cod_8,cod_9,cod_10,cod_11,cod_12,cod_13,
1,-1.0,0.0,0.35634048958269443,0.15988579435723604,0.02911224963638545,0.05244486114828395,0.0,0.003306703467424736,0.006674399389548021,0.006480613543111255,0.0,0.01951305893992816,0.0,0.0022462485348143943,0.03454507277289438,
