Iteration,Score,cod_0,cod_1,cod_2,cod_3,cod_4,cod_5,cod_6,cod_7,cod_8,cod_9,cod_10,cod_11,cod_12,cod_13,
1,-1.0,0.0,0.5589229727798917,0.22463584550616722,0.0729754272245443,0.07014421485365444,0.0,0.03529575576719675,0.06056586780856221,0.02053684049725031,0.0,0.19892525425805124,0.0,0.012640647268612866,0.16331274354068634,
