Diagnosis,Treatment,70,80,90,
d1,Alk4000_7999,0.2018038334928553,0.19097402726739215,0.0844751881888049,
d1,Alk8000_11999,0.06456382924688091,0.06010939553499321,0.08871217399688014,
d1,Alk12000+,0.1176005607838964,0.057412810446979705,0.06333297274795356,
d2,AlkNone,0.5446221201855707,0.25014947580091745,0.2897456365370086,
d2,Alk<4000,0.1156588882584662,0.3033662896275654,0.3419193041034543,
d2,Alk4000_7999,0.012455407140105589,0.10949441993971072,0.1588432289841978,
d2,Alk8000_11999,0.04693726036657067,0.06427586292833543,0.08241364443858282,
d2,Alk12000+,0.11984729636692237,0.14575539627172932,0.0530865406691023,
d3,AlkNone,0.4736497665582331,0.3981826558955507,0.26915509433806867,
d3,Alk<4000,0.026638987117358483,0.037822891053974905,0.10444495380565925,
d3,Alk4000_7999,0.07895808938317021,0.17174950082147322,0.45093282721632133,
d3,Alk8000_11999,0.15047760989435477,0.18472827099713188,0.09005158291881281,
d3,Alk12000+,0.22071177863216598,0.16359490030080334,0.05555079536594812,
d4,AlkNone,0.18724833437304683,0.058918188351817544,0.08556283176746161,
d4,Alk<4000,0.1320188381804064,0.216817851669165,0.2473520559022794,
d4,Alk4000_7999,0.1217348520140217,0.2757075481776202,0.3988539527636914,
d4,Alk8000_11999,0.19210164501408697,0.2047769319738211,0.17966214830860996,
d4,Alk12000+,0.2948946581461746,0.2071378543301023,0.062528049357375,
d5,AlkNone,0.895423575637543,0.8406890234138572,0.8830201828168466,
d5,Alk<4000,0.00755421891722685,0.018716904270292954,0.02145281432567206,
d5,Alk4000_7999,0.011250605596861354,0.020020538579702887,0.01562736352658767,
d5,Alk8000_11999,0.02369208045846182,0.04228837288096601,0.02055852206437887,
d5,Alk12000+,0.04662693473526703,0.06699112320941022,0.0512380387272997,
d6,AlkNone,0.5936333280680736,0.3899648059454003,0.13133945203756903,
d6,Alk<4000,0.03518728499019666,0.08912511638699391,0.04679684443662372,
d6,Alk4000_7999,0.08233161791515252,0.053510549457680204,0.13564297437165335,
d6,Alk8000_11999,0.07452190863391027,0.162836914075045,0.3119413075386721,
d6,Alk12000+,0.1240433881172966,0.23967554174854583,0.3313227061752909,
d7,AlkNone,0.8522074800247879,0.7549808154974639,0.7375961344649068,
d7,Alk<4000,0.011578227592052454,0.008388483133395516,0.022142151185272223,
d7,Alk4000_7999,0.0,0.018591684375549273,0.041417073722481754,
d7,Alk8000_11999,0.03941245822056101,0.06741502909124834,0.054773117886613425,
d7,Alk12000+,0.04891443635605647,0.11699006713929344,0.13319911037549179,
d8,AlkNone,0.3605479381025062,0.33418625058072926,0.17315599423207895,
d8,Alk<4000,0.047003382402066855,0.048876670012544116,0.03424756602403737,
d8,Alk4000_7999,0.07433383644939444,0.08305867442348992,0.03293617711984371,
d8,Alk8000_11999,0.079536975899395,0.13049486167940502,0.08636573465697493,
d8,Alk12000+,0.38658008996387905,0.3630943021776671,0.6421459072358305,
d9,AlkNone,0.055817310362459197,0.02868571282425137,0.0,
d9,Alk<4000,0.03483902454658409,0.022934654341187424,0.03207070908783773,
d9,Alk4000_7999,0.0737756598215779,0.05200859437124146,0.04666051209471813,
d9,Alk8000_11999,0.11648201814234938,0.18842164732815517,0.0641717856476926,
d9,Alk12000+,0.6314947223350302,0.6568284801213168,0.8208740615382253,
d10,AlkNone,0.5157898936560238,0.31932750471855326,0.3061515160543625,
d10,Alk<4000,0.07292033350270626,0.1649856656354388,0.10432176241066848,
d10,Alk4000_7999,0.2840208982578842,0.3932670908786391,0.10842290879906254,
d10,Alk8000_11999,0.05220219515010242,0.04459231085360973,0.20810624833410496,
d10,Alk12000+,0.028333344264941135,0.02945620440530776,0.23168633061043328,
d11,AlkNone,0.8856253489283601,0.5887018377329195,0.06018015062058516,
d11,Alk<4000,0.0,0.07188339224955612,0.019128266940560534,
d11,Alk4000_7999,0.0,0.035254219076590446,0.02001987161698233,
d11,Alk8000_11999,0.056367232001404394,0.18280647977363607,0.05903346752329122,
d11,Alk12000+,0.05800741907023545,0.12135407116729789,0.7714099455274593,
d12,AlkNone,0.9550097967277218,0.8976071781633196,0.8580887535028421,
d12,Alk<4000,0.01332310515146671,0.022323669097376302,0.019269302661907153,
d12,Alk4000_7999,0.01573678263297509,0.039046243671833986,0.03149077925856101,
d12,Alk8000_11999,0.002795343574776567,0.00793977693946956,0.03354545345068502,
d12,Alk12000+,0.008382471465401362,0.027126503440409355,0.0534299802924487,
d13,AlkNone,0.4010490014977787,0.4486727654936562,0.39826227894004335,
d13,Alk<4000,0.05408578365659316,0.08412491783288542,0.14157077472250842,
d13,Alk4000_7999,0.10346790627161277,0.19785907428886074,0.19204584860761403,
d13,Alk8000_11999,0.0790132979913372,0.08460942816283924,0.05440266614726239,
d13,Alk12000+,0.2945779553673806,0.149970467427706,0.17759919704980398,
-1,CispNone,0.9878938719059362,0.9095693067706935,0.8992781803586506,
-1,Cisp<400,0.0057331043592808014,0.03728861588945819,0.053693990593067495,
-1,Cisp400+,0.0052287148758649715,0.05078892696084051,0.045038702743596934,
g0,CispNone,0.9894450959603995,0.8219461392819042,0.7699873164107123,
g0,Cisp<400,0.004145659737666502,0.07483388320902852,0.1261080919686659,
g0,Cisp400+,0.003476469837395038,0.09545793027683298,0.09623813647391281,
g1,CispNone,0.915976697728544,0.5703947691136811,0.5743474545897576,
g1,Cisp<400,0.033459878639942084,0.11257851846916099,0.16272768424004305,
g1,Cisp400+,0.041604895860945665,0.2955597499327698,0.2492374190286632,
g2,CispNone,0.9897675742436831,0.8227297140482444,0.9648999465076568,
g2,Cisp<400,0.006260282923942809,0.12514885205628745,0.029168590408580396,
g2,Cisp400+,0.00237224052279075,0.04420497241369533,0.003002224454046726,
g3,CispNone,0.9828976023984785,0.8719837682073566,0.7950759264411181,
g3,Cisp<400,0.008425420977487335,0.05012805991678316,0.10726860932536625,
g3,Cisp400+,0.004868900694405915,0.07037914337797638,0.08925496779550075,
g4,CispNone,0.9994180631288204,0.9986804619097425,0.9998467590844449,
g4,Cisp<400,0.0,0.0,1.5324091555510205E-4,
g4,Cisp400+,5.819368711796167E-4,0.0013195380902575734,0.0,
g5,CispNone,0.9982905544321146,0.9835455094276796,0.9571864149251255,
g5,Cisp<400,0.0017094455678854368,0.011556064563993622,0.039186321128161346,
g5,Cisp400+,0.0,0.004033492135753307,0.002355327261980654,
d0,CispNone,0.9993504921938057,0.9997169368878254,1.0,
d0,Cisp<400,0.0,0.0,0.0,
d0,Cisp400+,6.495078061944011E-4,2.830631121745999E-4,0.0,
d1,CispNone,1.0,0.9870546851298314,1.0,
d1,Cisp<400,0.0,0.0,0.0,
d1,Cisp400+,0.0,0.012945314870168598,0.0,
d2,CispNone,1.0,1.0,0.9940644260643675,
d2,Cisp<400,0.0,0.0,0.005935573935632423,
d2,Cisp400+,0.0,0.0,0.0,
d3,CispNone,0.9975678399080516,0.9900058251071222,0.9581470521154992,
d3,Cisp<400,0.0024321600919483973,0.006777319850240068,0.036417081093294286,
d3,Cisp400+,0.0,0.001961226823512256,0.0033383025246004998,
d4,CispNone,1.0,0.9733384629011055,0.9539928780599992,
d4,Cisp<400,0.0,0.017877633288845975,0.042465728254337996,
d4,Cisp400+,0.0,0.006774791027438564,0.0011912620164607878,
d5,CispNone,0.9911551267486337,0.9107191186272828,0.9718493139272951,
d5,Cisp<400,0.006127828358664802,0.03606194816795755,0.017549076758688945,
d5,Cisp400+,0.0027170448927016436,0.05086129671682692,0.008146393750660263,
d6,CispNone,0.9822532017384172,0.5827621532100924,0.2718861567528253,
d6,Cisp<400,0.0,0.19957589533054412,0.3963429650572761,
d6,Cisp400+,0.008668120264456916,0.18972628389102444,0.3047650911106208,
d7,CispNone,0.9892021819223847,0.8150520007528655,0.8377636309030273,
d7,Cisp<400,0.0,0.04226034551407931,0.08021705698571999,
d7,Cisp400+,0.0,0.12626329180876986,0.07418230928519588,
d8,CispNone,0.9897675742436831,0.8227297140482444,0.9648999465076568,
d8,Cisp<400,0.006260282923942809,0.12514885205628745,0.029168590408580396,
d8,Cisp400+,0.00237224052279075,0.04420497241369533,0.003002224454046726,
d9,CispNone,0.9799206797877947,0.9313259308861489,0.9925254808339661,
d9,Cisp<400,0.01447090058923551,0.04008034174865979,0.007474519166034017,
d9,Cisp400+,0.0,0.022703054004980495,0.0,
d10,CispNone,0.8775802401399708,0.3299939222532644,0.2591943179562544,
d10,Cisp<400,0.042783160726096385,0.1588434808811353,0.28029667021701404,
d10,Cisp400+,0.068049826494858,0.4762578063421758,0.43653565903315844,
d11,CispNone,0.9419925809297645,0.8869876615685651,1.0,
d11,Cisp<400,0.05800741907023545,0.07035317769693451,0.0,
d11,Cisp400+,0.0,0.042659160734500316,0.0,
d12,CispNone,1.0,0.9813537716473523,1.0,
d12,Cisp<400,0.0,0.006170207322511888,0.0,
d12,Cisp400+,0.0,0.012476021030135846,0.0,
d13,CispNone,0.962678658226206,0.7275980892794489,0.5919916189297284,
d13,Cisp<400,0.018386194919297147,0.10815936824090572,0.21357418321047814,
d13,Cisp400+,0.010625054516474212,0.14682041035503604,0.1777086229073895,
-1,PlatNone,0.9878938719059362,0.9080047369174926,0.8541468542183451,
-1,Plat<400,0.0057331043592808014,0.03657913216562253,0.05170524528162315,
-1,Plat400+,0.0052287148758649715,0.05277855281141526,0.09155962543879445,
g0,PlatNone,0.9894450959603995,0.8145442042550618,0.6370782994713553,
g0,Plat<400,0.004145659737666502,0.07131031949969406,0.12082376382470364,
g0,Plat400+,0.003476469837395038,0.10518186690242626,0.23198161253497676,
g1,PlatNone,0.915976697728544,0.564775977309216,0.5031286973129424,
g1,Plat<400,0.033459878639942084,0.11110113850893566,0.15529715434930708,
g1,Plat400+,0.041604895860945665,0.3026516498486449,0.327992014743639,
g2,PlatNone,0.9897675742436831,0.8196839315757705,0.9379442000148197,
g2,Plat<400,0.006260282923942809,0.1235892220852111,0.03828607785402856,
g2,Plat400+,0.00237224052279075,0.04714675736632716,0.016332978643734307,
g3,PlatNone,0.9828976023984785,0.871809172348505,0.7034199513012076,
g3,Plat<400,0.008425420977487335,0.05092068279627968,0.08549523149064266,
g3,Plat400+,0.004868900694405915,0.06918961161890916,0.19958363117912395,
g4,PlatNone,0.9994180631288204,0.9986804619097425,0.9992823698259374,
g4,Plat<400,0.0,0.0,5.643892585073965E-4,
g4,Plat400+,5.819368711796167E-4,0.0013195380902575734,1.5324091555510205E-4,
g5,PlatNone,0.9982905544321146,0.9837120982169455,0.9290439962910375,
g5,Plat<400,0.0017094455678854368,0.011556064563993622,0.05185224790139202,
g5,Plat400+,0.0,0.0034400219504813504,0.01708968093988206,
d0,PlatNone,0.9993504921938057,0.9997169368878254,0.9997570859479228,
d0,Plat<400,0.0,0.0,2.4291405207719864E-4,
d0,Plat400+,6.495078061944011E-4,2.830631121745999E-4,0.0,
d1,PlatNone,1.0,0.9870546851298314,0.9978893848692557,
d1,Plat<400,0.0,0.0,0.002110615130744312,
d1,Plat400+,0.0,0.012945314870168598,0.0,
d2,PlatNone,1.0,1.0,0.9871086727487594,
d2,Plat<400,0.0,0.0,0.006955753315608265,
d2,Plat400+,0.0,0.0,0.005935573935632423,
d3,PlatNone,0.9975678399080516,0.9910479248389638,0.9433747386279073,
d3,Plat<400,0.0024321600919483973,0.006777319850240068,0.04281023412923764,
d3,Plat400+,0.0,9.191270916707522E-4,0.011409435645589603,
d4,PlatNone,1.0,0.9733384629011055,0.909890825080065,
d4,Plat<400,0.0,0.017877633288845975,0.0625600392181582,
d4,Plat400+,0.0,0.006774791027438564,0.023816377312169824,
d5,PlatNone,0.9911551267486337,0.9034685640210804,0.8142416927871585,
d5,Plat<400,0.006127828358664802,0.033502492978084206,0.035261186331259596,
d5,Plat400+,0.0027170448927016436,0.05736076344874903,0.1401082267608955,
d6,PlatNone,0.9822532017384172,0.5688746704933907,0.17533793328523195,
d6,Plat<400,0.0,0.18901708296180944,0.3324233311260791,
d6,Plat400+,0.008668120264456916,0.2112633471342939,0.4644323260052565,
d7,PlatNone,0.9892021819223847,0.8144699550135461,0.7253753657503772,
d7,Plat<400,0.0,0.041491478818919916,0.08202651076429991,
d7,Plat400+,0.0,0.12623807659292183,0.17510312230329445,
d8,PlatNone,0.9897675742436831,0.8196839315757705,0.9379442000148197,
d8,Plat<400,0.006260282923942809,0.1235892220852111,0.03828607785402856,
d8,Plat400+,0.00237224052279075,0.04714675736632716,0.016332978643734307,
d9,PlatNone,0.9799206797877947,0.922826193970731,0.9673038533165774,
d9,Plat<400,0.01447090058923551,0.036502364593032924,0.0067684263169482915,
d9,Plat400+,0.0,0.03478076807602538,0.018071580511065458,
d10,PlatNone,0.8775802401399708,0.3266094006286898,0.1553065424307068,
d10,Plat<400,0.042783160726096385,0.1569138097253415,0.2656609715504708,
d10,Plat400+,0.068049826494858,0.48077479367234977,0.5576282277972829,
d11,PlatNone,0.9419925809297645,0.8426531624548664,0.9394174406555879,
d11,Plat<400,0.05800741907023545,0.07035317769693451,0.017194434616358778,
d11,Plat400+,0.0,0.042659160734500316,0.04338812472805349,
d12,PlatNone,1.0,0.9797778473503626,0.9246660128253872,
d12,Plat<400,0.0,0.006170207322511888,0.015369782314614189,
d12,Plat400+,0.0,0.012476021030135846,0.056520736096891705,
d13,PlatNone,0.962678658226206,0.7275081424893366,0.4817981382095653,
d13,Plat<400,0.018386194919297147,0.10999837851173745,0.1541872021907702,
d13,Plat400+,0.010625054516474212,0.14402888345768997,0.34056288523525613,
-1,ChestNone,0.2542038090995726,0.46521527199583623,0.6577964327631293,
-1,Chest<10,0.42931951996402656,0.31878934546537907,0.17112884600768638,
-1,Chest10_19,0.04503374303763612,0.0637116886432045,0.06057986723496878,
-1,Chest20_29,0.0685116548176686,0.04639014107295155,0.054085040661785586,
-1,Chest30+,0.19419037514805604,0.09839116224371003,0.05110155997763594,
g0,ChestNone,0.2556251861577788,0.32663619321711407,0.5190117617031225,
g0,Chest<10,0.4877954811091375,0.3845698666611126,0.22460972827406434,
g0,Chest10_19,0.0035288189464120316,0.0053725049097610835,0.004432931939889893,
g0,Chest20_29,0.04493008279054125,0.06556492801875437,0.08378830536746125,
g0,Chest30+,0.17501082800796156,0.20087191418932457,0.1551408171872673,
g1,ChestNone,0.5828171763984208,0.6970088652569142,0.7458922356576226,
g1,Chest<10,0.23808456385967686,0.19135381616111274,0.12710696597435758,
g1,Chest10_19,0.08041375032333235,0.021067629588416653,0.04990163902635973,
g1,Chest20_29,0.0128832871362323,0.0033149247768174796,0.0030582854542935646,
g1,Chest30+,0.06750586747650462,0.07407956103126202,0.061866524044444426,
g2,ChestNone,0.365748715766142,0.33910066906478686,0.2948550588008321,
g2,Chest<10,0.5101229449382415,0.5473612655878441,0.5851407408999351,
g2,Chest10_19,0.013221030115671354,0.019102868944595123,0.04048471395344671,
g2,Chest20_29,0.002959305735728939,0.003073471819143177,0.005443019071460529,
g2,Chest30+,0.08611001620044643,0.0726527395100202,0.049011683160530305,
g3,ChestNone,0.3164750850961537,0.593915790353167,0.6255584391753907,
g3,Chest<10,0.43981156441817393,0.2333801095496603,0.2110741283006678,
g3,Chest10_19,0.09825006473386123,0.10703251688178142,0.11164748385368185,
g3,Chest20_29,0.06578572916896377,0.037572644521941756,0.030311372455829155,
g3,Chest30+,0.06265135838676955,0.013344142873604725,0.010834329597038178,
g4,ChestNone,0.2082028243859539,0.516409531430376,0.7740368881366847,
g4,Chest<10,0.6151625848226426,0.3787496047131693,0.13893692087592296,
g4,Chest10_19,0.059435110846784454,0.0841381906908621,0.07828841146519018,
g4,Chest20_29,0.09553439979501879,0.006043201863464609,0.0017458559403214162,
g4,Chest30+,0.0067918034861633395,0.002800719310056281,6.766637885743579E-4,
g5,ChestNone,0.09531426360094546,0.2951799642438313,0.518560877606567,
g5,Chest<10,0.1878779145711433,0.15236724714434494,0.08257701547491415,
g5,Chest10_19,0.01336300180754463,0.06219454466716037,0.03151559640433719,
g5,Chest20_29,0.08997010441869836,0.16040218228656686,0.23902071989051935,
g5,Chest30+,0.5979243149678372,0.3148249021571534,0.11310360165737529,
d0,ChestNone,0.17356973901909814,0.5101137914305226,0.7846776429604169,
d0,Chest<10,0.6502556631399015,0.39987090890013305,0.14935578135693184,
d0,Chest10_19,0.05416810830198834,0.07169218975344054,0.05705560377122576,
d0,Chest20_29,0.0996130391356276,0.0053027498986057044,0.0013361003543839382,
d0,Chest30+,0.007025645785679694,0.0028856235860780515,7.561746216769303E-4,
d1,ChestNone,0.532942034209002,0.6125971273416133,0.7377408200778333,
d1,Chest<10,0.31911323964666477,0.1987104177849629,0.0475058772922803,
d1,Chest10_19,0.09132761398536911,0.14740702177903103,0.19876941450747207,
d1,Chest20_29,0.008188595153616335,0.0030308131214636025,0.006936028990955639,
d1,Chest30+,0.007558030378284557,0.002849194283446521,0.0,
d2,ChestNone,0.41330887817969175,0.3637733756001446,0.48131674162028143,
d2,Chest<10,0.27435135668388966,0.19434121806642748,0.05330496755727273,
d2,Chest10_19,0.12352953542466515,0.24455784220476573,0.42123016958780146,
