Iteration,Score,cod_0,cod_1,cod_2,cod_3,cod_4,cod_5,cod_6,cod_7,cod_8,cod_9,cod_10,cod_11,cod_12,cod_13,
1,-1.0,0.0,0.2923787196019253,0.20132903864462354,0.03551068260372828,0.05772454580284961,0.054510816340561125,0.019752434132691576,0.03180742925888993,0.07233742320314242,0.032348865658326474,0.09759589166370525,0.015000924599061438,0.013176438487560551,0.07652679000293457,
