Iteration,Score,cod_0,cod_1,cod_2,cod_3,cod_4,cod_5,cod_6,cod_7,cod_8,cod_9,cod_10,cod_11,cod_12,cod_13,
1,-1.0,0.0,0.22285634164607773,0.1400947932183093,0.02557100086747039,0.040207338966958765,0.05074157792752825,0.008989298460032394,0.01180739771223941,0.03483264502461312,0.020072362747231492,0.03457192862607799,0.006209865411737368,0.007967327436866832,0.025545540314248612,
