Iteration,Score,cod_0,cod_1,cod_2,cod_3,cod_4,cod_5,cod_6,cod_7,cod_8,cod_9,cod_10,cod_11,cod_12,cod_13,
1,-1.0,0.0,0.35809172426786195,0.3174442968108548,0.04399865977647661,0.08539411387469856,0.058471295603827744,0.05208290188991758,0.08311654890450913,0.14089243440415428,0.05388788898158977,0.23536480607015892,0.07476441619116171,0.02172547968976797,0.17288122342544185,
