Iteration,Score,cod_0,cod_1,cod_2,cod_3,cod_4,cod_5,cod_6,cod_7,cod_8,cod_9,cod_10,cod_11,cod_12,cod_13,
1,-1.0,0.0,-0.19658099842617646,0.010767699619080506,-0.007717186340897633,-0.0027346992220880707,0.054510816340561125,0.008718372444792948,0.005875701281601159,0.06030395411758358,0.032348865658326474,0.019084127942257296,0.015000924599061438,0.006836760847768805,-0.00641433886187089,
