Iteration,Score,cod_0,cod_1,cod_2,cod_3,cod_4,cod_5,cod_6,cod_7,cod_8,cod_9,cod_10,cod_11,cod_12,cod_13,
1,-1.0,0.0,-0.27728171720442607,-0.0463839890037705,-0.034417796981904565,-0.01877745470305075,0.05074157792752825,0.0035363745459843802,-0.01681914251278162,0.028237534635344667,0.020072362747231492,-0.03929705703638378,0.006209865411737368,0.003526287050832578,-0.034856767560296445,
