Iteration,Score,cod_0,cod_1,cod_2,cod_3,cod_4,cod_5,cod_6,cod_7,cod_8,cod_9,cod_10,cod_11,cod_12,cod_13,
1,-1.0,0.0,-0.11527462335896535,0.12850055552933443,0.01087449543396253,0.022564166006605088,0.058471295603827744,0.01916702108232257,0.028148443026132404,0.12058341652596513,0.05388788898158977,0.10222352738711152,0.07476441619116171,0.012003783709328725,0.016233046009729357,
